-0.206;1.335;0.032;24.388
1.546;0.781;-0.557;50.3255
-1.725;0.858;1.646;37.7878
-1.253;-1.78;1.728;37.417
-0.034;-0.606;0.238;27.762
-1.652;-0.672;1.617;53.6956
-1.243;-1.375;1.428;51.1003
-0.649;0.623;-1.263;46.3083
-1.861;0.48;1.336;44.1216
-1.336;-1.7;-1.944;37.3013
0.155;1.287;0.294;31.1794
-0.846;1.894;1.556;32.5759
-1.737;-1.068;-1.603;36.4202
-0.464;-0.259;0.278;42.4203
0.61;0.458;-1.541;59.9855
0.891;0.371;1.426;41.0495
-0.85;0.798;-0.076;13.6354
-0.24;1.488;1.409;52.0102
-1.873;0.918;1.085;11.2372
0.002;-0.039;1.139;5.17585
-1.644;-0.465;-1.673;56.3072
0.618;-1.12;-0.805;28.9824
-0.96;-1.694;0.824;23.747
-0.239;-0.923;-0.417;30.2107
0.612;1.929;-0.242;32.2548
1.553;0.545;1.849;49.3543
0.167;1.067;-1.21;16.0348
0.334;-0.613;1.623;52.9007
-0.856;-1.413;0.256;35.5359
-1.944;-1.637;-2;27.5899
-1.549;-1.552;-1.222;53.5519
-1.745;-0.859;0.435;37.1381
1.833;-1.349;-1.449;47.6153
1.979;-1.896;-0.334;24.8061
1.601;0.558;-1.621;60.1451
1.533;-1.639;1.117;45.075
-1.896;-1.179;0.626;30.1488
1.694;-0.528;1.352;54.2474
-0.349;-0.804;-0.83;29.1383
1.516;0.682;-1.139;41.7314
0.189;-1.837;-1.455;36.1925
-0.123;-1.804;0.976;13.848
-1.937;1.002;-0.985;6.54464
-0.646;0.05;-0.409;35.5653
-1.985;-1.666;1.723;36.4535
0.164;-0.487;-1.671;42.641
-1.11;-0.682;-1.016;19.2186
-1.082;1.213;0.947;13.0825
0.468;0.693;-0.237;43.2434
-1.239;-0.153;-1.219;24.6941
0.47;-0.433;-1.174;46.1407
-1.485;0.984;-1.988;27.1601
-0.789;0.091;1.02;10.9146
-0.97;-0.126;1.311;19.5657
1.241;-1.01;1.973;16.051
0.318;-1.413;-1.909;40.0191
1.144;0.198;-1.334;28.7757
-0.54;1.304;-0.027;35.1503
0.015;0.146;-1.062;5.86369
0.764;-0.685;1.732;38.2743
-0.577;-1.706;-1.621;54.6994
0.853;1.964;0.023;8.91511
-1.102;1.339;-1.305;35.3872
-1.288;1.333;-1.247;42.1492
1.284;1.17;1.14;25.2454
0.856;1.825;0.121;16.113
1.799;0.778;-0.018;19.1253
-1.108;-0.448;0.911;25.4679
-0.078;-1.622;1.584;42.1654
-0.637;1.162;-0.314;37.0349
-0.788;0.823;-1.582;35.7103
0.222;-1.903;0.614;31.6404
0.105;0.296;-1.115;18.7894
-0.66;1.488;0.206;45.2925
1.249;-1.454;0.467;53.2004
0.221;-1.46;-1.299;44.772
0.46;-1.192;0.361;44.307
1.576;1.86;1.874;34.9359
0.724;-1.665;-1.572;51.4784
-1.22;-0.6;-1.65;46.6651
-0.693;-1.317;1.669;47.4646
-1.656;1.32;1.757;46.9587
-0.528;-0.34;-1.59;56.5697
0.814;-1.604;1.397;47.1911
1.934;-1.498;0.712;39.7031
-0.462;-1.767;1.157;37.8081
-1.688;-0.363;1.502;55.5525
1.699;-1.496;-0.945;39.7555
-1.502;-1.823;0.366;47.945
1.532;1.919;-0.381;44.5732
-0.128;-1.925;1.894;13.5998
1.154;0.678;-1.791;31.1498
-1.88;1.117;0.817;16.656
-0.914;-1.609;1.232;32.9833
0.188;1.728;-0.888;23.7656
1.32;0.594;0.071;35.6427
1.276;-0.683;1.105;31.127
0.377;-1.921;-0.095;23.9368
-0.147;0.998;0.432;24.2768
0.544;-0.489;1.134;44.7573
