0.916;0.124;0.862;9.37233
-0.685;-0.781;-0.152;27.3625
1.402;1.128;-1.116;28.2509
1.961;-0.136;-1.533;29.7328
1.423;-0.745;1.062;33.6234
-0.56;-1.825;-0.132;31.6662
0.79;0.552;-1.349;45.5596
1.207;-1.515;0.439;50.5058
0.339;0.839;-1.347;38.3576
-1.478;-0.999;0.87;26.9987
-0.501;0.683;1.587;55.8651
0.436;-0.589;-1.408;58.5739
1.262;-1.034;-1.038;15.0035
-1.04;-0.395;0.511;39.6906
0.933;1.335;0.386;36.3077
0.749;0.472;1.788;41.5242
0.147;1.879;-1.63;29.7788
0.657;1.057;0.07;18.6565
0.783;0.924;-0.883;13.8891
1.473;-1.763;-0.46;54.2159
1.66;-0.083;-1.525;41.6526
-1.875;1.509;1.972;32.7488
-0.945;-0.489;-0.568;41.1231
-0.09;1.799;-0.221;20.0077
0.29;1.15;-1.454;39.715
-0.183;0.926;0.423;26.8973
-0.159;-1.37;0.462;43.2662
-0.61;1.544;-1.687;56.7833
0.89;0.569;1.017;23.5769
0.592;-0.937;1.992;24.3577
1.074;-1.937;0.316;20.8692
-0.709;1.365;1.905;36.885
1.106;1.189;-0.614;28.954
1.185;-0.182;1.535;35.4375
1.536;-1.397;0.851;46.8298
-1.2;0.137;-1.121;15.8604
1.868;0.46;-1.657;44.8956
-0.298;1.943;-1.254;29.2928
0.241;0.536;1.134;34.1513
-1.126;-0.197;1.789;21.7858
-1.286;0.358;1.477;52.3789
1.042;-0.158;-1.127;10.2814
-0.814;-1.601;1.441;48.7623
-1.682;-1.637;-1.306;51.3231
-0.933;-1.91;-0.219;15.0609
-1.969;-1.391;-1.54;45.8034
-0.335;0.226;-0.173;29.1299
0.74;-1.165;-0.748;28.1275
-1.642;0.37;-1.083;38.4576
0.773;-1.434;-1.616;50.4371
-0.259;1.673;-1.826;36.8212
-0.925;0.124;0.167;9.89162
0.597;-0.53;0.936;40.3335
-1.666;-0.549;-0.329;52.5136
-1.22;-1.842;-1.916;22.5754
-0.178;-0.642;-0.682;36.9585
0.292;0.907;-1.006;16.1947
0.762;1.212;-1.001;19.9335
-1.843;1.255;1.652;38.2742
-0.306;1.165;1.978;23.8147
-1.014;1.892;-0.889;9.98729
-1.475;0.49;-1.274;55.3982
1.76;-0.14;1.502;38.3703
0.354;0.064;-0.904;19.5883
-0.217;0.105;-0.508;30.3434
0.129;-0.435;-1.165;28.7591
-0.461;0.073;0.499;41.2015
-0.54;-0.716;0.43;51.8433
-1.617;1.742;-0.866;37.659
-0.264;1.337;-1.769;39.8723
-1.361;1.373;1.217;46.5641
0.348;-1.823;-1.951;29.0692
-1.882;-1.865;-0.038;13.317
-1.95;0.964;0.189;11.7721
1.699;-1.581;1.422;58.1137
-0.214;0.187;0.198;20.812
-1.539;-0.767;0.813;38.3971
-0.976;0.775;-1.713;25.3406
-0.705;-0.856;0.563;37.3848
-1.904;-1.268;-1.392;37.8486
-0.596;-1.964;0.597;41.2585
0.919;1.108;-0.829;11.4798
1.651;0.765;-0.613;46.1562
-0.258;-0.56;-1.831;38.6604
-1.584;-0.664;-1.513;58.9894
0.856;1.527;-1.339;43.8403
-0.311;-1.305;-1.252;40.6199
-1.023;0.882;-1.517;26.7979
0.999;1.332;-1.381;36.9394
-1.682;-1.071;-1.883;25.2268
-1.791;-1.867;0.95;18.8307
-0.755;0.357;1.775;38.1975
-1.238;0.702;0.23;33.0422
0.313;-1.967;-0.701;31.5588
-1.332;-1.92;-0.15;25.7695
-0.918;1.222;-0.849;16.7778
1.899;-0.481;-1.418;46.4259
0.682;-1.805;-0.742;35.5325
1.899;0.953;-0.004;6.89738
1.852;1.68;0.105;26.6405
-0.016;-0.906;1.731;16.753
0.463;0.478;-1.461;61.9142
0.841;0.143;0.076;10.2131
-0.553;0.288;0.22;40.379
1.199;-1.201;0.021;16.7871
0.225;1.977;1.643;31.4264
-0.554;0.863;-1.486;46.1328
0.93;-1.877;-0.808;15.2691
-1.942;1.428;-0.767;34.9835
-1.781;1.23;0.878;25.0638
-1.498;-0.607;1.721;55.2095
0.17;-1.316;0.872;24.7961
1.901;0.373;-1.432;43.7593
0.189;-0.03;0.373;23.5949
-1.814;0.368;-0.098;28.1118
-0.15;0.402;0.706;35.6976
0.069;-1.837;-0.079;10.3194
-0.558;-1.549;-1.995;45.5688
1.326;1.528;-1.848;46.1739
-0.232;1.466;-1.742;44.3841
0.036;-1.709;-0.826;21.8109
0.574;-1.613;0.489;59.6685
0.435;-1.018;1.002;21.4718
-0.717;-1.878;-0.414;37.6432
1.619;-0.16;1.965;28.7231
1.755;0.101;-0.934;16.443
-0.147;0.204;-1.576;32.5489
1.483;1.854;-1.778;40.9114
-1.033;1.472;1.576;44.6588
-0.268;-1.45;-1.747;46.0539
