0.818;1.352;1.993;28.314
-1.688;1.462;1.118;42.3757
-1.668;-1.358;-0.943;37.3543
1.795;0.301;1.145;28.8545
0.617;-1.614;-0.575;57.1863
-0.415;0.068;0.167;24.7292
-0.595;-0.292;0.634;48.3806
-0.469;-1.208;-1.391;48.5616
0.234;0.756;1.988;23.2263
-0.229;-1.107;-0.09;13.7032
-0.225;1.94;1.64;32.016
-1.473;-0.203;1.556;50.9655
1.126;-1.486;0.664;41.9962
-1.707;0.485;0.05;36.2656
-1.758;0.377;0.111;32.237
-1.167;-1.11;-1.107;13.3085
-1.492;0.137;1.878;32.0377
-0.081;0.15;-0.421;24.389
0.24;1.391;0.973;30.1999
-1.961;-0.036;1.074;6.61534
0.716;1.275;0.777;34.7381
0.701;-0.164;-1.729;32.7093
-0.794;1.872;-1.337;31.4545
-1.904;-1.45;1.712;42.2989
-0.24;1.467;0.135;34.7727
1.577;1.601;-1.043;43.4061
-0.896;-1.676;1.317;35.9767
1.401;-1.191;-1.482;50.0179
-1.545;0.313;1.679;53.0774
0.041;-0.486;-1.672;38.0318
-1.544;-1.633;0.267;52.5152
-1.168;0.147;-0.029;10.5957
-0.972;-1.168;-0.476;27.6492
0.163;-1.981;0.224;17.2477
1.407;1.771;1.69;48.6786
1.959;-1.405;0.019;24.484
-1.145;0.109;-1.495;29.6789
-1.251;1.303;-1.507;48.8559
-0.451;-1.129;0.103;26.1494
1.965;1.228;0.392;32.1704
1.467;-0.095;-1.794;34.165
-0.696;0.306;-1.044;28.8223
-0.121;-1.104;1.978;10.0549
-1.735;-0.616;-0.203;38.921
0.352;0.074;-0.709;30.2204
-1.809;-0.693;0.478;43.7684
0.031;-1.025;0.394;19.3819
-0.776;0.176;1.584;35.6712
-0.662;1.15;0.011;21.1586
-1.956;-1.908;-0.577;28.6561
-1.584;-0.718;-0.105;35.7704
0.088;1.753;-1.065;16.339
1.578;1.913;-0.63;43.6722
-0.532;0.437;1.059;41.3
1.674;-1.234;-0.728;39.8251
0.245;1.969;-0.765;23.4561
-0.917;-0.824;-0.126;11.3547
-0.429;1.648;-0.873;41.6808
0.603;-0.907;-0.57;40.1966
-1.853;-1.942;0.493;32.0658
0.176;-1.77;1.411;37.8944
-1.134;-1.93;0.166;14.2938
-1.809;-1.228;-0.263;30.6649
0.317;0.199;-1.315;36.7774
-0.404;1.974;1.537;44.5217
1.527;-0.862;-1.846;34.1957
0.778;0.943;0.483;30.5551
-1.523;1.813;1.401;51.7362
0.035;-0.238;0.147;13.5377
1.781;-0.652;-0.234;36.4884
